foodId,resId,title,originalTitle,price,restaurant,locationShort,tag,story,hasDetail,priority,listRank,imageLink,thumbnail,optionText,ddOnly,recommended,available,remark
10330001008,10330001,เส้นหมี่ราดหน้าฮ่องกงหมู,ราดหน้าฮ่องกงหมู,88,เหลาอาธีร์,สวนหลวงสแควร์,"ใช้ไขมันดี, ลดโซเดียม",-,,,24,,,,,,,
10330001009,10330001,เส้นหมี่ราดหน้าฮ่องกงไก่,ราดหน้าฮ่องกงไก่,88,เหลาอาธีร์,สวนหลวงสแควร์,"ใช้ไขมันดี, ลดโซเดียม",-,,,25,,,,,,,
10330001010,10330001,เส้นหมี่ราดหน้าฮ่องกงกุ้ง,ราดหน้าฮ่องกงกุ้ง,118,เหลาอาธีร์,สวนหลวงสแควร์,"ใช้ไขมันดี, ลดโซเดียม",-,,,26,,,,,,,
10330001011,10330001,เส้นหมี่ราดหน้าฮ่องกงทะเล,ราดหน้าฮ่องกงทะเล,118,เหลาอาธีร์,สวนหลวงสแควร์,"ใช้ไขมันดี, ลดโซเดียม",-,,,27,,,,,,,
10330001012,10330001,ราดหน้าฮ่องกงโคตรกุ้ง,ราดหน้าฮ่องกงโคตรกุ้ง,218,เหลาอาธีร์,สวนหลวงสแควร์,"ใช้ไขมันดี, ลดโซเดียม",-,,,28,,,,,,,
10330001013,10330001,ราดหน้าเส้นไข่ขาวหมู,ราดหน้าเส้นไข่ขาวหมู,128,เหลาอาธีร์,สวนหลวงสแควร์,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",ราดหน้าเพื่อสุขภาพ มีโปรตีนสูงจากเส้นไข่ขาว อิ่มนานไม่อ้วน พลังงานเพียง 293 kcal ต่อชามเท่านั้น,TRUE,,13,lrt-radna-egg-white-pork-new.jpg,lrt-radna-egg-white-pork-s.jpg,,,TRUE,,
10330001014,10330001,ราดหน้าเส้นไข่ขาวไก่,ราดหน้าเส้นไข่ขาวไก่,128,เหลาอาธีร์,สวนหลวงสแควร์,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",-,,,12,,lrt-radna-egg-white-chicken-s.jpg,,,,,
10330001015,10330001,ราดหน้าเส้นไข่ขาวกุ้ง,ราดหน้าเส้นไข่ขาวกุ้ง,158,เหลาอาธีร์,สวนหลวงสแควร์,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",ราดหน้าเพื่อสุขภาพ มีโปรตีนสูงจากเส้นไข่ขาว อิ่มนานไม่อ้วน พลังงานเพียง 216 kcal ต่อจานเท่านั้น,,,14,,lrt-radna-egg-white-shrimp-s.jpg,,,,,
10330001016,10330001,ราดหน้าเส้นไข่ขาวทะเล,ราดหน้าเส้นไข่ขาวทะเล,158,เหลาอาธีร์,สวนหลวงสแควร์,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",-,,,15,,,,,,,
10330001018,10330001,เส้นหมี่คั่วฮ่องกงหมู,ก๋วยเตี๋ยวคั่วฮ่องกงหมู,88,เหลาอาธีร์,สวนหลวงสแควร์,"ลดมัน, ใช้ไขมันดี, ลดโซเดียม",-,,,19,,lrt-kua-hk-pork-s.jpg,,,,,
10330001019,10330001,เส้นหมี่คั่วฮ่องกงไก่,ก๋วยเตี๋ยวคั่วฮ่องกงไก่,88,เหลาอาธีร์,สวนหลวงสแควร์,"ลดมัน, ใช้ไขมันดี, ลดโซเดียม",คั่วไก่แบบมันน้อย หอมกลมกล่อมจนต้องลอง,TRUE,,20,,lrt-kua-hk-chicken-s.jpg,,,,,
10330001020,10330001,เส้นหมี่คั่วฮ่องกงกุ้ง,ก๋วยเตี๋ยวคั่วฮ่องกงกุ้ง,118,เหลาอาธีร์,สวนหลวงสแควร์,"ลดมัน, ใช้ไขมันดี, ลดโซเดียม",-,,,21,,,,,,,
10330001021,10330001,เส้นหมี่คั่วฮ่องกงทะเล,ก๋วยเตี๋ยวคั่วฮ่องกงทะเล,118,เหลาอาธีร์,สวนหลวงสแควร์,"ลดมัน, ใช้ไขมันดี, ลดโซเดียม",-,,,22,,,,,,,
10330001022,10330001,เส้นหมี่คั่วฮ่องกงโคตรกุ้ง,ก๋วยเตี๋ยวคั่วฮ่องกงโคตรกุ้ง,218,เหลาอาธีร์,สวนหลวงสแควร์,"ลดมัน, ใช้ไขมันดี, ลดโซเดียม",-,,,23,,,,,,,
10330001023,10330001,เส้นไข่ขาวคั่วฮ่องกงหมู,ก๋วยเตี๋ยวคั่วเส้นไข่ขาวหมู,138,เหลาอาธีร์,สวนหลวงสแควร์,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",-,TRUE,,2,,lrt-kua-egg-white-pork-s.jpg,,,TRUE,,
10330001024,10330001,เส้นไข่ขาวคั่วฮ่องกงไก่,ก๋วยเตี๋ยวคั่วเส้นไข่ขาวไก่,138,เหลาอาธีร์,สวนหลวงสแควร์,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",คั่วไก่สุขภาพ โปรตีนสูงจากเส้นไข่ขาว 100% หอมกระทะ ผัดแห้งด้วยน้ำมันคาโนล่า พลังงานเพียง 320 kcal ต่อจาน,TRUE,1,1,lrt-kua-egg-white-chicken.jpg,lrt-kua-egg-white-chicken-s.jpg,,,TRUE,,
10330001025,10330001,เส้นไข่ขาวคั่วฮ่องกงกุ้ง,ก๋วยเตี๋ยวคั่วเส้นไข่ขาวกุ้ง,168,เหลาอาธีร์,สวนหลวงสแควร์,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",-,,,3,,lrt-kua-egg-white-shrimp-s.jpg,,,,,
10330001026,10330001,เส้นไข่ขาวคั่วฮ่องกงทะเล,ก๋วยเตี๋ยวคั่วเส้นไข่ขาวทะเล,168,เหลาอาธีร์,สวนหลวงสแควร์,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",-,,,4,,,,,,,
10330001028,10330001,ข้าวผัดรถไฟหมู,ข้าวผัดรถไฟหมู,88,เหลาอาธีร์,สวนหลวงสแควร์,"ลดมัน, ใช้ไขมันดี, ลดโซเดียม",-,,,29,,,,,,,
10330001029,10330001,ข้าวผัดรถไฟไก่,ข้าวผัดรถไฟไก่,88,เหลาอาธีร์,สวนหลวงสแควร์,"ลดมัน, ใช้ไขมันดี, ลดโซเดียม",-,,,30,,,,,,,
10330001030,10330001,ข้าวผัดรถไฟกุ้ง,ข้าวผัดรถไฟกุ้ง,118,เหลาอาธีร์,สวนหลวงสแควร์,"ลดมัน, ใช้ไขมันดี, ลดโซเดียม",-,,,31,,,,,,,
10330001031,10330001,ข้าวผัดรถไฟทะเล,ข้าวผัดรถไฟทะเล,118,เหลาอาธีร์,สวนหลวงสแควร์,"ลดมัน, ใช้ไขมันดี, ลดโซเดียม",-,,,32,,,,,,,
10330001032,10330001,ข้าวผัดรถไฟโคตรกุ้ง,ข้าวผัดรถไฟโคตรกุ้ง,218,เหลาอาธีร์,สวนหลวงสแควร์,"ลดมัน, ใช้ไขมันดี, ลดโซเดียม",-,,,33,,,,,,,
10330001033,10330001,ผัดพริกสดซอสฮ่องกงหมู,ผัดพริกสดซอสฮ่องกงหมู,158,เหลาอาธีร์,สวนหลวงสแควร์,"โปรตีนสูง, ลดโซเดียม",-,,,34,,,,,,,
10330001034,10330001,ผัดพริกสดซอสฮ่องกงไก่,ผัดพริกสดซอสฮ่องกงไก่,158,เหลาอาธีร์,สวนหลวงสแควร์,"โปรตีนสูง, ลดโซเดียม",-,,,35,,,,,,,
10330001035,10330001,ผัดพริกสดซอสฮ่องกงกุ้ง,ผัดพริกสดซอสฮ่องกงกุ้ง,198,เหลาอาธีร์,สวนหลวงสแควร์,"โปรตีนสูง, ลดโซเดียม",-,,,36,,,,,,,
10330001036,10330001,ผัดพริกสดซอสฮ่องกงทะเล,ผัดพริกสดซอสฮ่องกงทะเล,198,เหลาอาธีร์,สวนหลวงสแควร์,"โปรตีนสูง, ลดโซเดียม",-,,,37,,,,,,,
10330001037,10330001,ผัดพริกสดซอสฮ่องกงโคตรกุ้ง,ผัดพริกสดซอสฮ่องกงโคตรกุ้ง,218,เหลาอาธีร์,สวนหลวงสแควร์,"โปรตีนสูง, ลดโซเดียม",-,,,38,,,,,,,
10330002001,10330002,เส้นหมี่ข้าวกล้องน้ำยาปู,เส้นหมี่ข้าวกล้องน้ำยาปู,250,ศรีขมิ้น,สวนหลวงสแควร์,"กะทิไขมันต่ำ, ลดโซเดียม",น้ำยาปูเพื่อสุขภาพทำจากกะทิธัญพืชและนมถั่วเหลือง หอมอร่อย กับเนื้อปูเน้นๆ,TRUE,,8,sri-mi-crab.jpg,sri-mi-crab-s.jpg,,,TRUE,,
10330002022,10330002,แกงน้ำยาปู (ไม่รับหมี่),แกงน้ำยาปู (ไม่รับหมี่),220,ศรีขมิ้น,สวนหลวงสแควร์,"กะทิไขมันต่ำ, ลดโซเดียม",,,,8.1,,sri-crab-s.jpg,,,,,
10330002002,10330002,หมูกะปิลดโซเดียม,หมูกะปิ,185,ศรีขมิ้น,สวนหลวงสแควร์,"ลดโซเดียม, ใช้ไขมันดี",หมูสันนอกมันน้อย ผัดกับเครื่องแกงกะปิสูตรลดโซเดียมด้วยน้ำมันคาโนล่า,TRUE,1,1,sri-moo-kapi.jpg,,,,,,
10330002003,10330002,ยำผักกูดกุ้งสดลดโซเดียม,ยำผักกูดกุ้งสด,180,ศรีขมิ้น,สวนหลวงสแควร์,"ลดโซเดียม, โปรตีนสูง, ไฟเบอร์สูง",ลิ้มรสความอร่อยกับผักกูดสด ๆ ผักพื้นบ้านของไทยที่หาทานยาก คลุกเคล้ากับกุ้งตัวโตด้วยน้ำยำสูตรพิเศษ,TRUE,3,2,sri-yum-pak-good.jpg,,,,TRUE,,
10330002004,10330002,ผัดผักกูดน้ำมันหอย,ผัดผักกูดน้ำมันหอย,125,ศรีขมิ้น,สวนหลวงสแควร์,"ลดโซเดียม, ใช้ไขมันดี",-,,,3,,sri-pukgood-hoi-s.jpg,,,,,
10330002005,10330002,คั่วกลิ้งปลากระพงลีน ๆ,คั่วกลิ้งปลากระพง,225,ศรีขมิ้น,สวนหลวงสแควร์,"ไขมันต่ำ, มี omega-3, ลดโซเดียม",เนื้อปลากระพงล้วนลอกหนัง ผัดกับเครื่องแกงคั่วกลิ้งหอมอร่อยสูตรลดโซเดียม แบบไร้น้ำมัน,TRUE,1,4,sri-kuakling-kaphong.jpg,,,,,,
10330002006,10330002,ทอดมันปลากรายล้วน,ทอดมันปลากราย,195,ศรีขมิ้น,สวนหลวงสแควร์,"ไม่ผสมแป้ง, ลดโซเดียม, ใช้ไขมันดี",ทอดมันปลากรายจากเนื้อปลาล้วนๆ ไม่ผสมแป้ง อร่อยแน่นทุกคำ เสิร์ฟพร้อมน้ำจิ้มสูตรลดน้ำตาล,TRUE,3,5,sri-todmun-plagray.jpg,,,,,,
10330002007,10330002,ใบเหลียงผัดไข่ไขมันดี,ใบเหลียงผัดไข่,140,ศรีขมิ้น,สวนหลวงสแควร์,"ลดโซเดียม, มันน้อย, ใช้ไขมันดี",เมนูยอดฮิตของอาหารใต้ ใบเหลียงยอดอ่อน ๆ ผัดแห้งแบบน้ำมันน้อย สดอร่อยดีต่อสุขภาพ,TRUE,2,6,sri-leang-pad-egg.jpg,,,,,,
10330002008,10330002,ทอดมันกุ้งล้วน,ทอดมันกุ้งล้วน,245,ศรีขมิ้น,สวนหลวงสแควร์,"กุ้งล้วน 100%, ไขมันดี, น้ำจิ้มสูตรลดน้ำตาล",ทอดมันกุ้งล้วน 100% เนื้อแน่นกัดทุกคำเจอเนื้อทุกคำ ทอดด้วยน้ำมันคาโนล่า เสิร์ฟพร้อมน้ำจิ้มบ๊วยสูตรลดน้ำตาล,TRUE,1,7,sri-todmunkung.jpg,,,,TRUE,,
10330002009,10330002,แกงเห็ดแครงปลาทูย่างกะทิธัญพืช,แกงเห็ดแครงปลาทูย่าง,200,ศรีขมิ้น,สวนหลวงสแควร์,"กะทิไขมันต่ำ, ลดโซเดียม",แกงเห็ดแครงจากเครื่องแกงคั่วต้นตำรับปักษ์ใต้ผัดในกะทิเพื่อสุขภาพ อร่อยลงตัวกับเนื้อปลาทูย่าง  ,TRUE,1,9,sri-kang-hed-krang.jpg,,,,TRUE,,
10330002010,10330002,แกงเห็ดแครงกุ้งสด,แกงเห็ดแครงกุ้งสด,225,ศรีขมิ้น,สวนหลวงสแควร์,"กะทิไขมันต่ำ, ลดโซเดียม",-,TRUE,,10,,,,,,,
10330002011,10330002,แกงขี้เหล็กปลาทูย่างกะทิธัญพืช,แกงขี้เหล็กปลาทูย่าง,185,ศรีขมิ้น,สวนหลวงสแควร์,"กะทิไขมันต่ำ, ลดโซเดียม",แกงขี้เหล็กปักษ์ใต้แท้ๆ ใช้ดอกขี้เหล็ก ในแกงกะทิสูตรลดมันและลดเค็ม แต่ยังคงความเข้มข้นของต้นตำรับ,TRUE,1,11,sri-khilek.jpg,,,,,,
10330002012,10330002,ใบเหลียงต้มกะทิธัญพืชกุ้งสด,ใบเหลียงต้มกะทิกุ้งสด,245,ศรีขมิ้น,สวนหลวงสแควร์,"กะทิไขมันต่ำ, โปรตีนสูง, ไฟเบอร์สูง",แกงกะทิธัญพืชไขมันต่ำ ต้มกับใบเหลียงและยอดมะพร้าว เพิ่มรสชาติด้วยกุ้งแห้งและกุ้งสด อร่อยซดได้หมดชาม,TRUE,2,12,sri-leang-kati-kung.jpg,sri-leang-kati-kung-s.jpg,,,TRUE,,
10330002013,10330002,แกงส้มปลากระพงลดโซเดียม,แกงส้มปลากระพง,265,ศรีขมิ้น,สวนหลวงสแควร์,"ลดโซเดียม,โปรตีนสูง, ไขมันต่ำ",แกงส้มสูตรลดโซเดียมฉบับปักษ์ใต้ต้มให้เข้าเนื้อกับปลากะพงชิ้นโตๆ ทานคู่กับยอดมะพร้าว ออดิบ สายบัว หรือมะละกอตามชอบ,TRUE,1,13,sri-kangsom.jpg,,"เลือกผักได้ 2 อย่าง: ยอดมะพร้าวอ่อน, มะละกอ, ออดิบ, ไหลบัว, ชะอมทอด",,,,
10330002014,10330002,แกงส้มปลาอินทรีย์,แกงส้มปลาอินทรีย์,265,ศรีขมิ้น,สวนหลวงสแควร์,"ลดโซเดียม,โปรตีนสูง, ไขมันต่ำ",-,,,14,sri-kangsom.jpg,,"เลือกผักได้ 2 อย่าง: ยอดมะพร้าวอ่อน, มะละกอ, ออดิบ, ไหลบัว, ชะอมทอด",,TRUE,,
10330002015,10330002,ผัดสะตอกะปิกุ้งสดลดโซเดียม,ผัดสะตอกะปิกุ้งสด,225,ศรีขมิ้น,สวนหลวงสแควร์,"ใช้ไขมันดี, ลดโซเดียม",เมนูอาหารใต้รสจัดจ้านขึ้นชื่อ ผัดสะตอกับเครื่องแกงกะปิดสูตรพิเศษ กับกุ้งสดจากทะเลเนื้อเด้งๆ,TRUE,1,15,sri-sator-kung.jpg,,,,,,
10330002016,10330002,ผัดสะตอกะปิหมู,ผัดสะตอกะปิหมู,195,ศรีขมิ้น,สวนหลวงสแควร์,"ใช้ไขมันดี, ลดโซเดียม",-,,,16,,,,,,,
10330002017,10330002,ผัดสะตอกะปิหมูกุ้งสด,ผัดสะตอกะปิหมูกุ้งสด,245,ศรีขมิ้น,สวนหลวงสแควร์,"ใช้ไขมันดี, ลดโซเดียม",-,,,17,,,,,,,
10330002018,10330002,ข้าวยำปักษ์ใต้,ข้าวยำปักษ์ใต้,135,ศรีขมิ้น,สวนหลวงสแควร์,"ไฟเบอร์สูง, ลดโซเดียม",-,,,18,,sri-khaoyum-white-s.jpg,,,,,
10330002019,10330002,ข้าวยำปักษ์ใต้ ไรซ์เบอร์รี่,ข้าวยำปักษ์ใต้ ไรซ์เบอร์รี่,140,ศรีขมิ้น,สวนหลวงสแควร์,"ไฟเบอร์สูง, ลดโซเดียม",จานอาหารสุขภาพด้วยข้าวไรซ์เบอร์รี่แท้ๆ ผักเคียงพื้นบ้านนานาชนิด มะพร้าวคั่ว กุ้งแห้งโขลก คลุกกับน้ำบูดูสูตรเด็ด,TRUE,,19,,sri-khao-yum-riceberry-s.jpg,,,TRUE,,
10330002020,10330002,ข้าวหอมมะลิ,ข้าวหอมมะลิ,20,ศรีขมิ้น,สวนหลวงสแควร์,,-,,,20,,sri-rice-duo-s.jpg,,,,,
10330002021,10330002,ข้าวไรซ์เบอร์รี่,ข้าวไรซ์เบอร์รี่,25,ศรีขมิ้น,สวนหลวงสแควร์,,-,,,21,,sri-rice-duo-s.jpg,,,,,
10330002023,10330002,เส้นหมี่ไข่ขาวคีโต,เส้นหมี่ไข่ขาวคีโต,79,ศรีขมิ้น,สวนหลวงสแควร์,,-,,,22,,sri-egg-noodle-s.jpg,,,,,
10330002024,10330002,เส้นอูด้งไข่ขาวคีโต,เส้นอูด้งไข่ขาวคีโต,79,ศรีขมิ้น,สวนหลวงสแควร์,,-,,,23,,sri-egg-udon-s.jpg,,,,,
10330003001,10330003,เต้าหู้เย็นรสนมสด,เต้าหู้เย็นรสนมสด,45,เต้าหู้เย็นถังยี่,สวนหลวงสแควร์,"ลดน้ำตาล, ลดไขมัน",,,,,,,,,,,
10330003002,10330003,เต้าหู้เย็นรสนมสด+มะม่วง+ซอสเสาวรสคีโต+นมข้น0%fat,เต้าหู้เย็นรสนมสด+มะม่วง+ซอสเสาวรสคีโต+นมข้น0%fat,169,เต้าหู้เย็นถังยี่,สวนหลวงสแควร์,"ลดน้ำตาล, ลดไขมัน",,,,,,,,,TRUE,,
10330003003,10330003,เต้าหู้เย็นรสนมสด+แตงโม+ซอสเเตงโมคีโต+นมข้น0%fat,เต้าหู้เย็นรสนมสด+แตงโม+ซอสเเตงโมคีโต+นมข้น0%fat,129,เต้าหู้เย็นถังยี่,สวนหลวงสแควร์,"ลดน้ำตาล, ลดไขมัน",,,,,,,,,,,
10330003004,10330003,เต้าหู้เย็นรสนมสด+ผลไม้+ซอสหญ้าหวานน้ำผึ้ง+นมข้น0%fat,เต้าหู้เย็นรสนมสด+ผลไม้+ซอสหญ้าหวานน้ำผึ้ง+นมข้น0%fat,129,เต้าหู้เย็นถังยี่,สวนหลวงสแควร์,"ลดน้ำตาล, ลดไขมัน",,,,,,,,,TRUE,,
10330003005,10330003,เต้าหู้เย็นรสนมสด+ธัญพืช+ซอสหญ้าหวานน้ำผึ้ง+นมข้น0%fat,เต้าหู้เย็นรสนมสด+ธัญพืช+ซอสหญ้าหวานน้ำผึ้ง+นมข้น0%fat,119,เต้าหู้เย็นถังยี่,สวนหลวงสแควร์,"ลดน้ำตาล, ลดไขมัน",,,,,,,,,,,
10330003006,10330003,เต้าหู้เย็นรสนมสด+ผลไม้+ธัญพืช+ซอสหญ้าหวานน้ำผึ้ง+นมข้น0%fat,เต้าหู้เย็นรสนมสด+ผลไม้+ธัญพืช+ซอสหญ้าหวานน้ำผึ้ง+นมข้น0%fat,139,เต้าหู้เย็นถังยี่,สวนหลวงสแควร์,"ลดน้ำตาล, ลดไขมัน",,,,,,,,,,,
10330004001,10330004,เย็นตาโฟเส้นไข่ขาว,เย็นตาโฟเส้นไข่ขาว,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",,,,,,,"เลือกน้ำหรือเเห้ง
เลือกระดับความเผ็ด",,,,
10330004002,10330004,เย็นตาโฟเส้นโอ๊ต,เย็นตาโฟเส้นโอ๊ต,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โลว์คาร์บ, ลดโซเดียม",,,,,,,"เลือกน้ำหรือเเห้ง
เลือกระดับความเผ็ด",,,,
10330004003,10330004,เย็นตาโฟเส้นปลา,เย็นตาโฟเส้นปลา,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โปรตีนสูง, ลดโซเดียม",,,,,,,"เลือกน้ำหรือเเห้ง
เลือกระดับความเผ็ด",,,,
10330004004,10330004,เกาเหลาเย็นตาโฟ,เกาเหลาเย็นตาโฟ,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โปรตีนสูง, ลดโซเดียม",,,,,,,"เลือกน้ำหรือเเห้ง
เลือกระดับความเผ็ด",,,,
10330004005,10330004,ก๋วยเตี๋ยวเย็นตาโฟ,ก๋วยเตี๋ยวเย็นตาโฟ,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,ลดโซเดียม,,,,,,,"เลือกเส้นหมี่หรือเส้นเล็ก
เลือกระดับความเผ็ด
เลือกน้ำหรือแห้ง",,,,
10330004006,10330004,ต้มยำเส้นไข่ขาว,ต้มยำเส้นไข่ขาว,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",,,,,,,"เลือกน้ำหรือเเห้ง
เลือกระดับความเผ็ด",,,,
10330004007,10330004,ต้มยำเส้นโอ๊ต,ต้มยำเส้นโอ๊ต,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โลว์คาร์บ, ลดโซเดียม",,,,,,,"เลือกน้ำหรือเเห้ง
เลือกระดับความเผ็ด",,,,
10330004008,10330004,ต้มยำเส้นปลา,ต้มยำเส้นปลา,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โปรตีนสูง, ลดโซเดียม",,,,,,,"เลือกน้ำหรือเเห้ง
เลือกระดับความเผ็ด",,,,
10330004009,10330004,เกาเหลาต้มยำ,เกาเหลาต้มยำ,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โปรตีนสูง, ลดโซเดียม",,,,,,,"เลือกน้ำหรือเเห้ง
เลือกระดับความเผ็ด",,,,
10330004010,10330004,ก๋วยเตี๋ยวต้มยำ,ก๋วยเตี๋ยวต้มยำ,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,ลดโซเดียม,,,,,,,"เลือกเส้นหมี่หรือเส้นเล็ก
เลือกระดับความเผ็ด
เลือกน้ำหรือแห้ง",,,,
10330004011,10330004,เส้นไข่ขาวลูกชิ้นปลา,เส้นไข่ขาวลูกชิ้นปลา,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",,,,,,,เลือกน้ำหรือเเห้ง,,,,
10330004012,10330004,เส้นโอ๊ตลูกชิ้นปลา,เส้นโอ๊ตลูกชิ้นปลา,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โลว์คาร์บ, ลดโซเดียม",,,,,,,เลือกน้ำหรือเเห้ง,,,,
10330004013,10330004,เส้นปลาลูกชิ้นปลา,เส้นปลาลูกชิ้นปลา,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โปรตีนสูง, ลดโซเดียม",,,,,,,เลือกน้ำหรือเเห้ง,,,,
10330004014,10330004,เกาเหลาลูกชิ้นปลา,เกาเหลาลูกชิ้นปลา,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โปรตีนสูง, ลดโซเดียม",,,,,,,เลือกน้ำหรือเเห้ง,,,,
10330004015,10330004,ก๋วยเตี๋ยวลูกชิ้นปลา,ก๋วยเตี๋ยวลูกชิ้นปลา,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,ลดโซเดียม,,,,,,,"เลือกเส้นหมี่หรือเส้นเล็ก
เลือกน้ำหรือเเห้ง",,,,
10330004016,10330004,เส้นไข่ขาวลูกชิ้นหมู,เส้นไข่ขาวลูกชิ้นหมู,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โลว์คาร์บ, โปรตีนสูง, ลดโซเดียม",,,,,,,เลือกน้ำหรือเเห้ง,,,,
10330004017,10330004,เส้นโอ๊ตลูกชิ้นหมู,เส้นโอ๊ตลูกชิ้นหมู,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โลว์คาร์บ, ลดโซเดียม",,,,,,,เลือกน้ำหรือเเห้ง,,,,
10330004018,10330004,เส้นปลาลูกชิ้นหมู,เส้นปลาลูกชิ้นหมู,,เย็นตาโฟยกล้อ,สวนหลวงสแควร์,"โปรตีนสูง, ลดโซเดียม",,,,,,,เลือกน้ำหรือเเห้ง,,,,
